Numero de Solicitud,Gerencia,Estado,Fecha AutorizaciOn,Fecha de Cierre Cancelacion,Rango Ponderacion,Puntaje,Esfuerzo,Grupo Principal de Desarrollo,Fecha Asignacion
SOL000204,PRODUCTOS,Cancelado,23/10/2018,30/10/2018,Bajo,0.73,,TARJETAS,
SOL000203,RECUPERO DE DEUDAS,Cerrado,22/10/2018,26/09/2019,Medio Alto,3.02,S,MORA EMERIX,
SOL000202,PRODUCTOS,Asignado,22/10/2018,,Bajo,1.22,L,TARJETAS AGIL,
SOL000201,CANALES,Desarrollo,22/10/2018,,Medio Alto,3.3,S,PAGOS Y SERVICIOS,24/07/2019
SOL000200,PROCESOS Y ORGANIZACION,Cerrado,22/10/2018,25/06/2019,Bajo,1.03,S,CUENTAS Y PLAZO FIJO,
SOL000199,MERCADO DE CAPITALES,Desarrollo,22/10/2018,,Medio Alto,3.62,M,TITULOS,
SOL000198,RECUPERO DE DEUDAS,Cerrado,22/10/2018,08/01/2019,Muy Bajo,0.5,,MORA EMERIX,
SOL000197,RECUPERO DE DEUDAS,Cerrado,22/10/2018,07/01/2019,Muy Bajo,0.5,S,MORA EMERIX,
SOL000196,RECUPERO DE DEUDAS,Cerrado,22/10/2018,07/01/2019,Bajo,1.4,,MORA EMERIX,
SOL000195,RECUPERO DE DEUDAS,Cerrado,19/10/2018,18/07/2019,Medio Bajo,1.98,S,MORA EMERIX,
SOL000194,BANCA INSTITUCIONAL,Prueba,19/10/2018,,Medio Bajo,2.94,S,PAGOS Y SERVICIOS,
SOL000193,PROCESOS Y ORGANIZACION,Asignado,19/10/2018,,Bajo,0.9,M,INTRANET,
SOL000192,RED COMERCIAL,Asignado,18/10/2018,,Medio Alto,3.4,,BIP SUCURSALES,08/08/2019
SOL000191,CANALES,Cerrado,18/10/2018,29/08/2019,Medio Bajo,2.33,,BIP SUCURSALES,
SOL000190,CANALES,Cancelado,18/10/2018,11/12/2018,Medio Bajo,1.95,,CRM,
SOL000189,PRODUCTOS,Prueba,16/10/2018,,Alto,6.2,L,PRESTAMOS,
SOL000188,PRODUCTOS,Cerrado,16/10/2018,01/11/2018,Medio Bajo,2.02,,TARJETAS,
SOL000187,PRODUCTOS EMPRESAS,Cerrado,11/10/2018,09/04/2019,Medio Alto,3.48,,ATM / IB / BE,
SOL000186,BANCA INSTITUCIONAL,Cerrado,11/10/2018,04/06/2019,Muy Bajo,0.18,S,CUENTAS Y PLAZO FIJO,
SOL000185,RECUPERO DE DEUDAS,Cerrado,11/10/2018,26/03/2019,Medio Bajo,2.34,,MORA EMERIX,
SOL000184,PRODUCTOS,Asignado,10/10/2018,,Medio Bajo,2.18,L,PRESTAMOS,22/07/2019
SOL000183,PRODUCTOS,Cancelado,10/10/2018,11/01/2019,Bajo,0.64,,INTRANET,
SOL000182,RECUPERO DE DEUDAS,Cerrado,09/10/2018,07/02/2019,Medio Bajo,2.34,S,MORA EMERIX,
SOL000181,PRODUCTOS,Cancelado,08/10/2018,05/04/2019,Muy Bajo,0.32,,PRESTAMOS,
SOL000180,PROCESOS Y ORGANIZACION,Cerrado,05/10/2018,28/12/2018,Bajo,1.18,,BIP CANAL,
SOL000179,PROCESOS Y ORGANIZACION,Desarrollo,05/10/2018,,Medio Bajo,1.62,,SUCURSALES BACK END,
SOL000178,PROCESOS Y ORGANIZACION,Cerrado,05/10/2018,03/05/2019,Medio Bajo,2,,SUCURSALES BACK END,
SOL000177,PROCESOS Y ORGANIZACION,Cerrado,05/10/2018,23/01/2019,Medio Alto,3.42,,SISTEMA DE GESTION INTERNA,
SOL000176,BANCA INSTITUCIONAL,Cerrado,04/10/2018,10/07/2019,Medio Alto,5,M,PAGOS Y SERVICIOS,
SOL000175,PRODUCTOS,En Redefinicion,03/10/2018,,Medio Bajo,1.84,,PROYECTOS TRADICIONALES,10/06/2019
SOL000174,BANCA INSTITUCIONAL,Desarrollo,02/10/2018,,Alto,5.42,M,PAGOS Y SERVICIOS,
SOL000173,COMERCIO EXTERIOR,Asignado,01/10/2018,,Medio Bajo,2.52,,BIP SUCURSALES,
SOL000172,SOPORTE DEL NEGOCIO,Cerrado,01/10/2018,21/06/2019,Medio Bajo,2.64,M,PAGOS Y SERVICIOS,
SOL000171,CANALES,Prueba,28/09/2018,,Medio Alto,3.3,S,PAGOS Y SERVICIOS,
SOL000170,MERCADO DE CAPITALES,Cerrado,26/09/2018,15/11/2018,Medio Bajo,2.27,,TITULOS,
SOL000169,CONTADURIA,Desarrollo,26/09/2018,,Medio Bajo,2.17,,IMPUESTOS,
SOL000168,GESTION DE RIESGOS,Cerrado,14/09/2018,15/05/2019,Medio Bajo,2.37,,CAPITALES MINIMOS,
SOL000167,PRODUCTOS,Cerrado,13/09/2018,16/11/2018,Medio Bajo,2.61,M,BIP CANAL,
SOL000166,RECUPERO DE DEUDAS,Asignado,13/09/2018,,Medio Alto,4.04,XL,COBRANZAS,
SOL000165,RECUPERO DE DEUDAS,Asignado,10/09/2018,,Muy Bajo,0.48,,MORA EMERIX,
SOL000164,PREVENCION DEL LAVADO DE ACTIVOS,Asignado,10/09/2018,,Bajo,1.45,,TITULOS,
SOL000163,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,10/09/2018,03/10/2019,Bajo,1.45,,PREVENCION LAVADO DE ACTIVOS,
SOL000162,BANCA INSTITUCIONAL,Cerrado,07/09/2018,28/01/2019,Medio Alto,3.53,S,TARJETAS,
SOL000161,PRODUCTOS,Asignado,03/09/2018,,Medio Bajo,2.27,M,INTRANET,
SOL000160,PROTECCION DE ACTIVOS DE INFORMACION,Cancelado,24/08/2018,27/09/2018,Medio Alto,3.32,,,
SOL000159,PRODUCTOS,Prueba,22/08/2018,,Bajo,0.93,,BIP CANAL,
SOL000158,CONTADURIA,Cerrado,28/08/2018,22/04/2019,Medio Bajo,2.17,,IMPUESTOS,
SOL000157,CONTADURIA,Cerrado,04/09/2018,13/08/2019,Bajo,1.2,XL,REGIMENES INFORMATIVOS,
SOL000156,GESTION DE LAS PERSONAS,Cerrado,04/09/2018,14/06/2019,Bajo,0.96,,META 4,
SOL000155,MERCADO DE CAPITALES,Cerrado,30/08/2018,02/07/2019,Medio Bajo,2.05,L,TITULOS,
SOL000154,CONTADURIA,Cerrado,28/08/2018,19/12/2018,Bajo,1.05,,REGIMENES INFORMATIVOS,
SOL000153,PROCESOS Y ORGANIZACION,Asignado,11/09/2018,,Medio Alto,4.3,,PROYECTOS TRADICIONALES,14/06/2019
SOL000152,BANCA INSTITUCIONAL,Cerrado,27/08/2018,08/01/2019,Alto,6.4,,PAGOS Y SERVICIOS,
SOL000151,BANCA INSTITUCIONAL,Cancelado,24/08/2018,27/09/2018,Muy Bajo,0,,PAGOS Y SERVICIOS,
SOL000150,PROCESOS Y ORGANIZACION,Cerrado,31/08/2018,22/03/2019,Medio Bajo,1.62,,CONTRATACIONES,
SOL000149,PROCESOS Y ORGANIZACION,Prueba,30/08/2018,,Medio Bajo,2.85,XL,PRESTAMOS,
SOL000148,PRODUCTOS,Cerrado,22/08/2018,30/01/2019,Medio Alto,4.8,M,PRESTAMOS,
SOL000147,TRANSFORMACION DIGITAL E INNOVACION,Prueba,16/08/2018,,Medio Bajo,2.74,,DATAWAREHOUSE,
SOL000146,POLITICA Y PROYECCIONES FINANCIERAS,Cerrado,08/08/2018,01/10/2018,Muy Bajo,0,,CUENTAS Y PLAZO FIJO,
SOL000144,GESTION DE LAS PERSONAS,Asignado,08/08/2018,,Medio Bajo,2.55,L,INTRANET,
SOL000143,ASUNTOS JUDICIALES,Cerrado,06/08/2018,20/12/2018,Muy Bajo,0,,CUENTAS Y PLAZO FIJO,
SOL000141,UNIDAD DE AUDITORIA INTERNA,Cerrado,02/08/2018,12/07/2019,Bajo,0.56,L,AUDITORIA,
SOL000140,CONTADURIA,Cerrado,31/07/2018,04/09/2018,Bajo,0.82,,CONTABILIDAD,
SOL000139,GESTION DE RIESGOS,Cerrado,03/08/2018,03/10/2019,Medio Alto,3.95,L,SISTEMA DE GESTION INTERNA,07/08/2019
SOL000138,PROCESOS Y ORGANIZACION,Cancelado,31/07/2018,19/09/2018,Bajo,1.04,,,
SOL000137,BANCA INSTITUCIONAL,Cerrado,23/07/2018,22/07/2019,Medio Bajo,2.07,S,CUENTAS Y PLAZO FIJO,
SOL000136,PRODUCTOS,Cerrado,05/07/2018,04/01/2019,Bajo,1,,INTRANET,
SOL000135,PRODUCTOS,Cerrado,30/07/2018,10/09/2019,Bajo,1.21,,BIP CANAL,
SOL000134,SOPORTE DEL NEGOCIO,En Redefinicion,03/08/2018,,Medio Bajo,2.25,S,CUENTAS Y PLAZO FIJO,
SOL000133,SOPORTE DEL NEGOCIO,Cerrado,02/08/2018,14/06/2019,Medio Alto,5,S,INTRANET,
SOL000132,BANCA INSTITUCIONAL,Cerrado,25/07/2018,29/08/2018,Medio Bajo,1.51,,PAGOS Y SERVICIOS,
SOL000131,SOPORTE DEL NEGOCIO,Cerrado,31/07/2018,03/09/2018,Medio Alto,3.12,XS,PAGOS Y SERVICIOS,
SOL000130,RED COMERCIAL,Cerrado,30/07/2018,25/10/2018,Muy Bajo,0,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
SOL000129,CONTADURIA,Asignado,30/07/2018,,Bajo,1.1,,DATAWAREHOUSE,06/09/2019
SOL000128,PROCESOS Y ORGANIZACION,Cancelado,30/07/2018,30/05/2019,Medio Bajo,1.92,,SUCURSALES BACK END,
SOL000127,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,27/07/2018,24/01/2019,Bajo,1.4,,INTERNET / MOBILE,
SOL000126,PRODUCTOS,Cerrado,26/07/2018,27/08/2019,Medio Bajo,1.53,XL,MEDIOS DE PAGOS,
SOL000125,BANCA INSTITUCIONAL,Cerrado,26/07/2018,10/01/2019,Medio Bajo,1.84,,PAGOS Y SERVICIOS,
SOL000123,ANALISIS CREDITICIO,Cerrado,24/07/2018,02/09/2019,Alto,5.73,,LEGAJO DIGITAL CREDITICIO,
SOL000120,CANALES,Prueba,19/07/2018,,No Ponderado,0,,ATM / IB / BE,12/06/2019
SOL000119,RECUPERO DE DEUDAS,Cancelado,13/07/2018,06/09/2018,Medio Alto,3.45,,TARJETAS,
SOL000118,RECUPERO DE DEUDAS,Cancelado,11/07/2018,09/08/2018,Muy Bajo,0.48,,,
SOL000117,BANCA INSTITUCIONAL,Cerrado,06/07/2018,28/08/2018,Muy Bajo,0,,PAGOS Y SERVICIOS,
SOL000116,SOPORTE DEL NEGOCIO,Cerrado,27/06/2018,27/12/2018,Bajo,0.76,,TARJETAS,
SOL000115,CONTADURIA,Asignado,05/07/2018,,Bajo,1.27,,SUCURSALES BACK END,11/07/2019
SOL000114,PRODUCTOS,Cerrado,03/07/2018,21/11/2018,Bajo,1.42,,CUENTAS Y PLAZO FIJO,
SOL000113,ANALISIS CREDITICIO,Prueba,03/07/2018,,Alto,5.72,M,BIP CANAL,
SOL000112,RECUPERO DE DEUDAS,Desarrollo,02/07/2018,,Bajo,0.82,,MORA EMERIX,
SOL000110,PROCESOS Y ORGANIZACION,Cerrado,29/06/2018,15/04/2019,Medio Bajo,2.66,M,INTRANET,
SOL000109,MERCADO DE CAPITALES,Cancelado,28/06/2018,27/09/2018,Alto,5.08,,,
SOL000108,BANCA INSTITUCIONAL,Asignado,28/06/2018,,Alto,5.06,,TARJETAS,
SOL000107,ASUNTOS JUDICIALES,Cerrado,28/06/2018,04/06/2019,Bajo,1.45,,CUENTAS Y PLAZO FIJO,
SOL000104,UNIDAD DE SOPORTE ADMINISTRATIVO Y PROFESIONAL,Asignado,19/06/2018,,Alto,5.82,S,ATM / IB / BE,12/06/2019
SOL000103,CONTADURIA,Cerrado,19/06/2018,17/07/2018,Bajo,1.1,,CAPITALES MINIMOS,
SOL000102,RECUPERO DE DEUDAS,Cancelado,22/06/2018,04/09/2019,Medio Bajo,2.75,,,
SOL000101,POLITICA Y PROYECCIONES FINANCIERAS,Cerrado,13/06/2018,27/09/2018,Medio Bajo,1.8,,CONTRATACIONES,
SOL000100,MERCADO DE CAPITALES,En Redefinicion,15/06/2018,,Bajo,1.29,,PRESTAMOS,
SOL000099,PRODUCTOS,Asignado,15/06/2018,,Bajo,1.21,,BIP CANAL,17/09/2019
SOL000098,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,14/06/2018,28/09/2018,Medio Bajo,1.69,,SUCURSALES BACK END,
SOL000097,GESTION DE LAS PERSONAS,Cancelado,15/06/2018,24/01/2019,Medio Bajo,2.5,,INTRANET,
SOL000096,SOPORTE DEL NEGOCIO,Cancelado,15/06/2018,27/09/2018,Medio Bajo,2.91,,,
SOL000094,GESTION DE LAS PERSONAS,Cerrado,08/06/2018,24/10/2018,Medio Alto,4.54,,INTRANET,
SOL000093,PRODUCTOS EMPRESAS,Asignado,01/06/2018,,Alto,6.06,,ALTAS MASIVAS,
SOL000092,PRODUCTOS EMPRESAS,En Redefinicion,01/06/2018,,Alto,6.06,,BIP CANAL,
SOL000091,PRODUCTOS EMPRESAS,En Redefinicion,01/06/2018,,Alto,5.26,,BIP CANAL,
SOL000090,PRODUCTOS EMPRESAS,En Redefinicion,01/06/2018,,Alto,6.06,,BIP CANAL,
SOL000089,PRODUCTOS EMPRESAS,Cancelado,01/06/2018,31/07/2018,Alto,6.7,,,
SOL000088,PRODUCTOS EMPRESAS,Desarrollo,01/06/2018,,Alto,6.7,,BIP CANAL,
SOL000087,PRODUCTOS EMPRESAS,En Redefinicion,01/06/2018,,Alto,6.7,,BIP CANAL,
SOL000086,MERCADO DE CAPITALES,En Redefinicion,01/06/2018,,Medio Bajo,2.7,,PRESTAMOS,
SOL000085,ANALISIS CREDITICIO,Asignado,05/06/2018,,Muy Bajo,0,XL,SCORING,
SOL000084,ANALISIS CREDITICIO,Prueba,05/06/2018,,Bajo,0.9,L,SCORING,
SOL000083,ANALISIS CREDITICIO,Cerrado,06/06/2018,07/03/2019,Medio Alto,4.76,,LEGAJO DIGITAL CREDITICIO,
SOL000082,RECUPERO DE DEUDAS,Cancelado,04/06/2018,06/09/2018,Medio Alto,4.39,,TARJETAS,
SOL000081,ASUNTOS JUDICIALES,Cancelado,04/06/2018,03/07/2018,Bajo,1.45,,,
SOL000080,BANCA INSTITUCIONAL,Cerrado,31/05/2018,13/12/2018,Medio Bajo,1.78,,PAGOS Y SERVICIOS,
SOL000078,ASUNTOS JUDICIALES,Desarrollo,30/05/2018,,Medio Bajo,2.63,M,JUREX,
SOL000077,UNIDAD DE AUDITORIA INTERNA,Cancelado,30/05/2018,03/10/2018,Bajo,1.49,,,
SOL000076,PROCESOS Y ORGANIZACION,Cancelado,30/05/2018,04/07/2018,Bajo,0.72,,,
SOL000075,CONTADURIA,Cerrado,24/05/2018,11/09/2018,Medio Bajo,2.33,,IMPUESTOS,
SOL000074,RED COMERCIAL,Cerrado,28/05/2018,11/09/2019,Medio Alto,3.73,M,INTRANET,
SOL000073,SOPORTE DEL NEGOCIO,Cerrado,23/05/2018,23/01/2019,Muy Bajo,0,,SUCURSALES BACK END,
SOL000072,PRODUCTOS,En Redefinicion,22/05/2018,,Medio Alto,3.3,,DATAWAREHOUSE,
SOL000071,PROCESOS Y ORGANIZACION,Cerrado,22/05/2018,16/08/2019,Medio Bajo,2.26,,BIP SUCURSALES,
SOL000070,PROCESOS Y ORGANIZACION,Cerrado,22/05/2018,23/01/2019,Medio Alto,3.12,,SUCURSALES BACK END,
SOL000069,PROCESOS Y ORGANIZACION,Cerrado,22/05/2018,11/01/2019,Medio Alto,4.16,,SUCURSALES BACK END,
SOL000068,PROCESOS Y ORGANIZACION,Desarrollo,22/05/2018,,Bajo,1.49,M,GARANTIAS,
SOL000067,PROCESOS Y ORGANIZACION,Cerrado,22/05/2018,12/06/2019,Medio Bajo,2.71,S,CONTRATACIONES,
SOL000066,SOPORTE DEL NEGOCIO,Cerrado,21/05/2018,27/03/2019,Medio Bajo,2.32,L,INVENTARIO CENTRALIZADO,
SOL000065,PROCESOS Y ORGANIZACION,Asignado,16/05/2018,,Medio Bajo,2.9,,REMEDIACION DE DATOS,
SOL000064,CUMPLIMIENTO REGULATORIO,Asignado,21/05/2018,,Medio Alto,3.4,,BIP SUCURSALES,
SOL000063,SOPORTE DEL NEGOCIO,Cancelado,21/05/2018,06/08/2018,No Ponderado,0,,,
SOL000062,CONTADURIA,Desarrollo,22/05/2018,,Medio Bajo,1.61,M,CUENTAS Y PLAZO FIJO,
SOL000061,PRODUCTOS,Cancelado,18/05/2018,05/10/2018,Medio Alto,3.35,,,
SOL000060,PROCESOS Y ORGANIZACION,Cancelado,17/05/2018,08/05/2019,Medio Bajo,1.86,,SUCURSALES BACK END,
SOL000059,PROCESOS Y ORGANIZACION,Cancelado,17/05/2018,04/10/2018,Medio Bajo,1.62,,,
SOL000058,MARKETING,Asignado,17/05/2018,,Alto,5.07,XL,INTERNET / MOBILE,
SOL000057,PREVENCION DEL LAVADO DE ACTIVOS,Prueba,18/05/2018,,Bajo,1.39,,BIP SUCURSALES,
SOL000056,PRODUCTOS,Cerrado,16/05/2018,15/07/2019,Alto,5.64,M,CONVENIOS,
SOL000055,PRODUCTOS,Desarrollo,09/05/2018,,Alto,6.36,M,BIP CANAL,
SOL000054,BANCA INSTITUCIONAL,Cerrado,11/05/2018,14/08/2018,Medio Bajo,2.12,,CUENTAS Y PLAZO FIJO,
SOL000053,CONTADURIA,Cerrado,14/05/2018,14/06/2019,Medio Bajo,2.81,,IMPUESTOS,
SOL000052,CONTADURIA,Cerrado,14/05/2018,22/10/2018,Medio Bajo,2.81,,IMPUESTOS,
SOL000051,ASUNTOS JUDICIALES,Cerrado,15/05/2018,30/10/2018,Bajo,1.45,,CUENTAS Y PLAZO FIJO,
SOL000050,BANCA HIPOTECARIA,Cerrado,11/05/2018,02/10/2019,Medio Alto,3.01,M,SPH,
SOL000049,PRODUCTOS,Cerrado,09/05/2018,22/05/2018,Alto,5.16,S,PRESTAMOS,
SOL000048,PROCESOS Y ORGANIZACION,Asignado,09/05/2018,,Medio Alto,4.45,,BIP CANAL,
SOL000047,PRODUCTOS,Cerrado,03/05/2018,14/09/2018,Alto,5.8,,SUCURSALES BACK END,
SOL000046,PROCESOS Y ORGANIZACION,Cerrado,27/04/2018,17/05/2019,Medio Bajo,2.44,S,SUCURSALES BACK END,
SOL000045,PRODUCTOS,Cancelado,23/04/2018,09/05/2018,Medio Alto,3.74,,,
SOL000044,PROCESOS Y ORGANIZACION,Desarrollo,04/04/2018,,Medio Bajo,2.38,,GESTION FALLECIDOS,
SOL000043,BANCA INSTITUCIONAL,Desarrollo,24/04/2018,,Muy Bajo,0,XL,PAGOS Y SERVICIOS,
SOL000042,PRODUCTOS,Cerrado,18/04/2018,11/01/2019,Medio Alto,3.39,,CUENTAS Y PLAZO FIJO,
SOL000041,CONTADURIA,Cerrado,18/04/2018,15/05/2018,Muy Bajo,0,,CAPITALES MINIMOS,
SOL000040,PRODUCTOS,Cerrado,17/04/2018,03/01/2019,Bajo,1.12,,PRESTAMOS,
SOL000039,SOPORTE DEL NEGOCIO,Cancelado,17/04/2018,26/06/2019,Bajo,0.78,,,
SOL000038,SOPORTE DEL NEGOCIO,Cancelado,17/04/2018,06/06/2018,Bajo,1.1,,,
SOL000037,INTELIGENCIA COMERCIAL,Cerrado,16/04/2018,02/10/2018,Medio Alto,4.28,,TARJETAS,
SOL000036,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,13/04/2018,14/02/2019,Bajo,1.24,,SUCURSALES BACK END,
SOL000035,PROCESOS Y ORGANIZACION,Asignado,12/04/2018,,Medio Alto,4.94,,REMEDIACION DE DATOS,
SOL000034,BANCA INSTITUCIONAL,Cerrado,11/04/2018,12/10/2018,Medio Alto,3.6,S,PAGOS Y SERVICIOS,
SOL000033,PROCESOS Y ORGANIZACION,Asignado,03/04/2018,,Medio Alto,4.72,,GESTION FALLECIDOS,
SOL000032,PROCESOS Y ORGANIZACION,Asignado,09/04/2018,,Medio Bajo,2.44,,BIP CANAL,
SOL000031,PROCESOS Y ORGANIZACION,Asignado,09/04/2018,,Medio Bajo,2.44,,BIP CANAL,17/09/2019
SOL000030,PROCESOS Y ORGANIZACION,Cancelado,09/04/2018,23/04/2018,Medio Alto,3.08,,,
SOL000029,PROCESOS Y ORGANIZACION,Asignado,09/04/2018,,Medio Alto,3.88,,BIP SUCURSALES,25/07/2019
SOL000028,PROCESOS Y ORGANIZACION,Asignado,09/04/2018,,Medio Bajo,2.44,,BIP CANAL,17/09/2019
SOL000027,PROCESOS Y ORGANIZACION,Asignado,09/04/2018,,Medio Bajo,2.44,,BIP CANAL,
SOL000026,PRODUCTOS EMPRESAS,Asignado,06/04/2018,,Medio Alto,3.54,XL,TARJETAS,
SOL000025,PRODUCTOS EMPRESAS,Asignado,06/04/2018,,Medio Alto,4.18,XS,BIP SUCURSALES,
SOL000024,PRODUCTOS EMPRESAS,En Redefinicion,06/04/2018,,Alto,5.3,XL,BIP CANAL,
SOL000023,PROCESOS Y ORGANIZACION,Asignado,04/04/2018,,Medio Bajo,2.1,,REMEDIACION DE DATOS,
SOL000022,BANCA HIPOTECARIA,Cerrado,06/04/2018,10/09/2019,Muy Bajo,0.45,,TURNERO,
SOL000021,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,04/04/2018,15/04/2019,Bajo,1.24,S,PREVENCION LAVADO DE ACTIVOS,
SOL000019,PROCESOS Y ORGANIZACION,Asignado,04/04/2018,,Alto,5.11,,REMEDIACION DE DATOS,
SOL000018,PROCESOS Y ORGANIZACION,Asignado,04/04/2018,,Medio Alto,3.38,,REMEDIACION DE DATOS,
SOL000017,ANALISIS CREDITICIO,Cerrado,03/04/2018,07/03/2019,Medio Alto,3.72,,LEGAJO DIGITAL CREDITICIO,
SOL000016,ANALISIS CREDITICIO,Cerrado,03/04/2018,07/03/2019,Medio Alto,3.72,S,LEGAJO DIGITAL CREDITICIO,
SOL000014,CONTADURIA,Desarrollo,22/03/2018,,Bajo,1.42,L,CAPITALES MINIMOS,
SOL000009,PROCESOS Y ORGANIZACION,Cerrado,20/03/2018,02/10/2018,Medio Alto,4.26,,COORDINACION TRANSVERSALES,
SOL000008,BANCA INSTITUCIONAL,En Redefinicion,20/03/2018,,Medio Bajo,2.58,L,COMERCIO EXTERIOR,
SOL000007,BANCA PyME,Cancelado,16/03/2018,23/03/2018,Medio Bajo,2.3,,,
SOL000006,BANCA PyME,Cancelado,16/03/2018,23/03/2018,Medio Bajo,2.3,,,
SOL000005,BANCA AGROPECUARIA,Cancelado,16/03/2018,04/06/2018,Medio Alto,3.89,,,
SOL000003,PRODUCTOS,Cancelado,15/03/2018,06/08/2018,Medio Bajo,2.69,,,
SOL000002,PRODUCTOS,Cerrado,14/03/2018,22/10/2018,Medio Alto,4.77,,COORDINACION TRANSVERSALES,
SOL000001,CONTADURIA,Desarrollo,14/03/2018,,Medio Bajo,1.82,XL,SISCENES,
AST200106,PROCESOS Y ORGANIZACION,Cerrado,02/01/2018,16/10/2018,Medio Bajo,2.5,,SUCURSALES BACK END,
AST200105,POLITICA Y PROYECCIONES FINANCIERAS,Cerrado,28/12/2017,30/07/2018,No Ponderado,0,,BIP CANAL,
AST200104,SOPORTE DEL NEGOCIO,Cerrado,12/01/2018,13/03/2018,No Ponderado,0,,INTRANET,
AST200103,ANALISIS CREDITICIO,Cerrado,24/01/2018,27/03/2018,No Ponderado,0,,SISTEMA DE GESTION INTERNA,
AST200102,BANCA HIPOTECARIA,Cerrado,26/01/2018,22/02/2019,Bajo,0.55,,INTERNET / MOBILE,
AST200101,PRODUCTOS EMPRESAS,Asignado,13/12/2017,,Bajo,0.68,M,GARANTIAS,
AST200100,CONTADURIA,Cerrado,07/03/2018,21/06/2019,Bajo,0.72,M,CONTABILIDAD,
AST200099,GESTION DE RIESGOS,Cerrado,15/01/2018,07/08/2019,Bajo,0.72,M,SISTEMA DE GESTION INTERNA,
AST200098,PRODUCTOS EMPRESAS,Cancelado,05/02/2018,01/10/2019,Bajo,0.72,L,PRESTAMOS,
AST200097,BANCA INSTITUCIONAL,Cancelado,13/12/2017,26/06/2019,Bajo,0.78,S,PAGOS Y SERVICIOS,
AST200096,RECUPERO DE DEUDAS,Asignado,02/03/2018,,Bajo,0.78,,MORA EMERIX,
AST200095,RECUPERO DE DEUDAS,Asignado,01/02/2018,,Bajo,0.84,,MORA EMERIX,
AST200094,PRODUCTOS EMPRESAS,Cerrado,05/02/2018,02/07/2019,Bajo,0.9,,SUCURSALES BACK END,
AST200093,NEGOCIOS FINANCIEROS,Cerrado,26/01/2018,04/12/2018,Bajo,1,,OPERACIONES FINANCIERAS,
AST200092,POLITICA Y PROYECCIONES FINANCIERAS,Cancelado,21/02/2018,17/07/2019,Bajo,1,L,INFRAESTRUCTURA Y SERVICIOS,
AST200091,PRODUCTOS EMPRESAS,Cancelado,28/02/2018,01/10/2019,Bajo,1.08,L,PRESTAMOS,
AST200090,CONTADURIA,Cerrado,23/01/2018,14/09/2018,Bajo,1.14,,CONTABILIDAD,
AST200089,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,28/02/2018,30/07/2018,Bajo,1.15,,BIP CANAL,
AST200088,PROTECCION DE ACTIVOS DE INFORMACION,Prueba,14/02/2018,,Bajo,1.3,M,SISTEMA DE GESTION INTERNA,
AST200087,SOPORTE DEL NEGOCIO,Cancelado,04/01/2018,04/06/2019,Bajo,1.39,M,ATM / IB / BE,
AST200086,BANCA INSTITUCIONAL,Cancelado,07/12/2016,20/09/2018,Bajo,1.39,L,,
AST200085,BANCA INSTITUCIONAL,Cerrado,05/03/2018,23/10/2018,Bajo,1.39,M,PRESTAMOS,
AST200084,ANALISIS CREDITICIO,Cerrado,29/12/2017,02/09/2019,Bajo,1.42,L,LEGAJO DIGITAL CREDITICIO,
AST200083,GESTION DE LAS PERSONAS,Asignado,21/02/2018,,Bajo,1.46,,PORTAL GDP,
AST200082,PROCESOS Y ORGANIZACION,Asignado,05/03/2018,,Bajo,1.46,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST200081,ANALISIS CREDITICIO,Cerrado,16/02/2018,20/12/2018,Bajo,1.5,,SCORING,
AST200080,PRODUCTOS EMPRESAS,Asignado,23/01/2018,,Medio Bajo,1.62,XL,PROCAMPO - PACTAR,
AST200079,PRODUCTOS EMPRESAS,En Redefinicion,23/01/2018,,Medio Bajo,1.62,XL,TARJETAS,
AST200078,PRODUCTOS,Cerrado,12/01/2018,09/05/2019,Medio Bajo,1.67,,BIP CANAL,
AST200077,PROCESOS Y ORGANIZACION,Cerrado,29/12/2017,28/06/2018,Medio Bajo,1.72,,SUCURSALES BACK END,
AST200076,ANALISIS CREDITICIO,Cerrado,06/02/2018,15/08/2019,Medio Bajo,1.8,M,SCORING,
AST200075,GESTION DE LAS PERSONAS,Cerrado,22/01/2018,10/08/2018,Medio Bajo,1.82,,INTRANET,
AST200074,CONTADURIA,Cancelado,04/01/2018,03/10/2018,Medio Bajo,1.86,,META 4,
AST200073,RECUPERO DE DEUDAS,Asignado,06/03/2018,,Medio Bajo,2,S,COBRANZAS,
AST200072,RECUPERO DE DEUDAS,Cancelado,31/01/2018,09/08/2019,Medio Bajo,2.02,,JUREX,
AST200071,GESTION DE LAS PERSONAS,Cancelado,30/01/2018,14/06/2019,Medio Bajo,2.1,M,META 4,14/06/2019
AST200070,PROCESOS Y ORGANIZACION,Cerrado,03/01/2018,25/07/2019,Medio Bajo,2.22,,BIP SUCURSALES,
AST200069,PROCESOS Y ORGANIZACION,Cerrado,08/02/2018,21/06/2018,Medio Bajo,2.22,,CONTRATACIONES,
AST200068,PRODUCTOS,Cerrado,11/01/2018,26/06/2018,Medio Bajo,2.23,,BIP CANAL,
